GENESIS-Tabelle: 449-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
05978012;Fröndenberg/Ruhr;5621;1301;644;376;62;144;155;18;12;347;305;3669;0;0;579;57;10;4;3
05978016;Holzwickede;2236;991;663;237;53;29;39;25;8;253;223;1017;0;0;175;50;0;3;0
05978020;Kamen;4093;1674;991;581;94;57;111;70;21;494;442;2113;0;0;213;85;0;7;0
05978024;Lünen;5920;2813;1794;966;280;175;207;154;39;598;498;2114;0;0;734;221;0;38;2
05978028;Schwerte;5620;1828;1084;626;169;50;83;57;23;589;487;2221;0;0;1461;102;0;8;4
05978032;Selm;6034;1184;778;417;58;8;85;53;10;303;282;3765;0;0;1004;78;0;3;0
05978036;Unna, Stadt;8853;2588;1594;814;274;20;108;77;35;831;742;5743;0;0;429;84;0;8;3
05978040;Werne;7608;1632;1066;445;187;11;64;29;12;480;424;4610;0;0;1267;86;0;13;2
06411000;Darmstadt, krsfr. Stadt;12209;4260;2388;1245;268;73;459;339;66;1274;981;2266;0;3;5478;90;14;101;12
06412000;Frankfurt am Main, krsfr. Stadt;24831;14387;7125;3633;1069;215;1659;1282;251;5137;3195;6029;0;0;3804;534;10;66;58
06413000;Offenbach am Main, krsfr. Stadt;4489;2207;1252;747;160;55;251;188;31;618;555;631;0;0;1496;139;0;16;7
06414000;Wiesbaden, krsfr. Stadt;20392;7937;3982;2175;397;335;1253;1002;92;2274;1913;6077;0;0;5655;542;125;55;10
06431001;Abtsteinach;1103;133;83;55;7;4;5;1;1;41;39;457;0;0;499;2;7;5;5
06431002;Bensheim;5783;1477;913;566;97;29;70;36;11;453;418;2585;0;0;1541;105;27;47;40
06431003;Biblis;4044;712;317;152;8;14;147;14;3;231;214;2515;0;0;381;370;11;53;24
06431004;Birkenau;2456;381;249;185;6;2;17;6;4;108;102;1274;0;0;778;9;3;11;11
06431005;Bürstadt;3446;673;379;207;47;6;27;12;4;257;234;1773;0;0;948;41;7;3;3
06431006;Einhausen, Hess;2667;271;143;101;10;1;6;2;3;119;113;786;0;0;1578;29;0;2;1
06431007;Fürth;3841;519;336;220;16;11;17;8;3;152;148;1894;0;0;1379;19;12;18;16
06431008;Gorxheimertal;1045;145;95;77;0;1;4;1;1;45;45;377;0;0;511;2;0;10;10
06431009;Grasellenbach;2287;240;147;89;12;0;13;6;2;78;78;831;0;0;1206;3;3;5;5
06431010;Groß-Rohrheim;1956;245;129;67;26;6;14;7;1;95;88;1261;0;0;283;123;21;23;4
06431011;Heppenheim (Bergstraße);5214;988;575;333;71;20;26;11;7;360;334;2368;0;0;1670;95;28;64;60
06431012;Hirschhorn (Neckar);3086;202;86;56;12;1;7;2;2;106;89;296;0;0;2472;86;0;30;29
06431013;Lampertheim;7228;1390;759;436;110;65;79;47;20;467;427;3411;0;0;1855;468;11;92;49
06431014;Lautertal (Odenwald);3076;384;233;150;19;10;12;6;3;125;125;1551;0;0;1104;8;5;23;21
06431015;Lindenfels;2109;291;153;100;9;2;17;6;2;116;116;976;0;0;811;7;6;18;17
06431016;Lorsch;2524;606;321;191;39;16;32;26;4;232;226;923;0;0;911;76;1;7;1
06431017;Mörlenbach;2722;473;289;208;13;5;17;5;3;158;143;1405;0;0;814;19;4;7;6
06431018;Neckarsteinach;1723;212;103;73;10;0;7;2;2;100;73;245;0;0;1180;65;0;21;20
06431019;Rimbach, Odenw;2316;357;240;176;11;2;9;3;3;103;100;1256;0;0;682;13;3;5;3
06431020;Viernheim;4840;1006;539;291;61;23;83;34;13;348;337;1000;0;0;2783;34;2;16;9
06431021;Wald-Michelbach;7436;635;379;255;19;6;26;12;6;218;205;1796;0;0;4948;15;6;35;35
06431022;Zwingenberg (Bergstraße);566;218;130;97;7;4;9;3;1;73;69;315;0;0;12;15;1;5;4
06431200;Michelbuch, gem.fr. Geb.;484;0;0;0;0;0;0;0;0;0;0;2;0;0;482;0;0;0;0
06432001;Alsbach-Hähnlein;1578;379;219;157;11;13;18;5;4;125;120;878;0;0;281;20;0;19;18
06432002;Babenhausen, Hess;6687;865;422;237;69;12;42;23;6;383;331;2146;0;0;3241;125;150;160;14
06432003;Bickenbach, Bergstr;926;240;125;87;11;6;10;7;1;98;85;476;0;0;171;39;0;0;0
06432004;Dieburg;2308;691;379;216;44;32;59;33;6;213;193;480;0;0;1078;40;12;7;6
06432005;Eppertshausen;1311;223;140;98;17;3;8;2;4;69;66;245;0;0;828;16;0;0;0
06432006;Erzhausen;740;205;130;103;4;1;9;4;2;64;60;335;0;0;183;17;0;0;0
06432007;Fischbachtal;1327;176;88;62;3;2;7;3;0;80;80;530;0;0;603;15;0;3;1
06432008;Griesheim;2155;748;446;283;17;32;35;11;5;231;223;1015;0;0;354;36;0;1;1
06432009;Groß-Bieberau;1827;252;130;81;15;6;6;2;2;109;107;893;0;0;657;20;1;4;3
06432010;Groß-Umstadt;8684;1178;562;338;46;18;37;15;8;554;524;4328;0;0;3089;67;7;15;13
06432011;Groß-Zimmern;2126;480;258;179;9;5;79;11;4;135;131;888;0;0;706;27;9;16;16
06432012;Messel;1482;309;118;62;25;66;40;16;1;84;75;377;3;0;713;10;0;72;72
06432013;Modautal;3179;399;175;118;4;2;5;1;3;213;213;1580;0;0;1170;26;0;4;3
06432014;Mühltal;2534;515;326;227;30;4;43;9;4;139;132;875;1;0;1071;16;20;38;36
06432015;Münster b Dieburg;2077;448;253;192;11;13;30;22;2;150;133;730;0;0;863;35;0;1;1
06432016;Ober-Ramstadt;4188;651;316;211;29;16;22;6;3;294;273;1723;0;0;1760;37;11;7;7
06432017;Otzberg;4195;449;185;123;5;11;13;5;3;237;226;2671;0;0;1038;25;1;11;7
06432018;Pfungstadt;4253;948;485;296;51;65;36;13;6;356;324;1967;0;0;1253;83;0;2;2
06432019;Reinheim;2770;628;353;255;18;4;35;19;7;230;204;1963;0;0;132;33;1;13;5
06432020;Roßdorf b Darmstadt;2060;480;268;190;19;12;21;6;2;178;171;795;0;0;724;18;34;8;7
06432021;Schaafheim;3216;448;202;134;12;4;33;8;3;206;206;1629;0;0;1108;17;2;12;12
06432022;Seeheim-Jugenheim;2800;579;356;277;7;3;37;26;5;178;172;802;0;0;1398;14;0;7;7
06432023;Weiterstadt;3440;988;596;289;96;35;27;13;4;326;297;1624;0;0;725;56;14;34;16
06433001;Biebesheim am Rhein;1868;413;245;90;84;21;21;9;1;125;116;1173;0;0;60;183;1;38;8
06433002;Bischofsheim;902;463;216;122;35;7;30;22;3;208;149;363;0;0;16;30;0;30;23
06433003;Büttelborn;3001;631;334;190;8;26;29;10;2;239;232;1741;0;0;571;52;2;3;1
06433004;Gernsheim;4011;737;359;157;85;40;76;21;3;259;243;2133;0;0;951;155;0;34;22
06433005;Ginsheim-Gustavsburg;1394;531;293;149;76;45;66;37;6;121;103;437;0;0;47;337;0;43;20
06433006;Groß-Gerau;5448;1112;594;294;82;56;79;56;9;374;321;2878;2;0;1346;92;3;17;12
06433007;Kelsterbach;1537;832;319;135;109;48;28;25;5;431;153;236;0;0;364;77;13;16;7
06433008;Mörfelden-Walldorf;4416;969;565;368;43;29;49;26;8;318;246;905;0;0;2460;66;8;8;7
06433009;Nauheim;1377;311;167;131;6;1;21;12;6;115;108;475;0;0;563;27;0;2;0
06433010;Raunheim;1261;480;214;130;30;89;21;14;2;153;137;61;0;0;633;47;37;2;1
06433011;Riedstadt;7376;1086;554;322;40;19;111;18;8;394;370;4766;0;0;780;565;51;128;12
06433012;Rüsselsheim;5829;2013;1132;606;248;20;120;77;22;720;516;1161;0;0;2497;127;2;29;13
06433013;Stockstadt am Rhein;1870;295;175;94;40;8;22;9;2;88;83;963;0;0;374;150;5;83;39
06433014;Trebur;5014;644;341;183;22;9;31;21;3;260;260;3657;0;0;138;449;24;102;25
06434001;Bad Homburg v.d.Höhe;5116;1550;938;613;52;13;184;130;18;397;377;1393;0;0;2134;28;0;11;4
06434002;Friedrichsdorf;3016;724;424;288;30;15;41;16;7;238;206;771;0;0;1291;21;197;13;9
06434003;Glashütten, Taunus;2707;301;169;141;1;1;11;5;3;117;116;498;0;0;1896;12;0;1;0
06434004;Grävenwiesbach;4316;512;169;112;13;6;13;5;2;321;299;1548;0;0;2229;22;0;4;4
06434005;Königstein im Taunus;2507;551;387;293;6;2;53;45;8;101;95;300;0;0;1647;4;0;4;1
06434006;Kronberg im Taunus;1862;618;410;263;24;6;83;54;8;111;108;515;0;0;716;8;1;5;4
06434007;Neu-Anspach;3614;751;418;207;13;41;33;20;6;253;231;1263;0;0;1564;26;2;8;0
06434008;Oberursel (Taunus);4537;1221;772;500;48;13;59;40;18;358;335;1338;0;0;1947;24;0;7;5
06434009;Schmitten;3550;519;289;229;10;4;40;32;5;181;181;650;0;0;2368;11;0;2;1
06434010;Steinbach (Taunus);440;174;121;80;7;4;6;4;2;42;39;193;0;0;73;1;0;0;0
06434011;Usingen;5583;871;446;260;20;6;33;16;6;380;362;2168;0;0;2490;45;7;2;2
06434012;Wehrheim;3836;545;269;176;14;5;11;8;4;257;246;1544;0;0;1719;25;0;3;0
06434013;Weilrod;7116;829;251;177;7;12;74;14;5;487;475;2058;0;0;4171;57;1;2;2
06435001;Bad Orb;4778;418;246;152;6;4;32;24;3;134;129;1003;0;0;3338;8;2;9;8
06435002;Bad Soden-Salmünster;5860;993;467;271;50;11;86;19;7;423;403;2597;0;2;2085;111;5;68;62
06435003;Biebergemünd;7855;681;317;200;33;12;11;5;2;338;333;1739;0;6;5333;52;2;49;44
06435004;Birstein;8663;869;305;146;26;23;20;5;6;516;516;4803;1;0;2844;100;1;46;39
06435005;Brachttal;3085;393;188;127;12;2;9;3;4;189;189;1660;0;0;986;35;2;10;8
06435006;Bruchköbel;2969;738;440;293;27;8;23;10;4;262;236;1718;0;0;482;28;0;3;2
06435007;Erlensee;1859;562;363;175;114;15;21;12;4;158;158;888;0;0;349;51;5;5;4
06435008;Flörsbachtal;5211;374;121;79;5;2;13;6;1;236;236;1051;0;0;3742;25;0;20;20
06435009;Freigericht;3344;634;351;252;28;8;79;7;6;190;190;1158;0;0;1505;19;18;10;8
06435010;Gelnhausen;4519;1093;605;378;75;13;49;20;8;417;358;1193;0;1;2137;77;7;12;10
06435011;Großkrotzenburg;745;332;176;104;7;64;17;9;3;72;52;188;0;0;126;94;0;5;1
06435012;Gründau;6764;967;429;279;26;10;111;20;9;409;394;2306;0;0;3327;93;62;9;8
06435013;Hammersbach;2014;292;127;82;7;2;12;6;1;150;150;1165;0;0;542;13;0;2;1
06435014;Hanau;7649;3321;1869;850;403;49;411;316;39;953;816;1305;0;0;2751;229;7;36;18
06435015;Hasselroth;1892;334;183;133;11;10;15;4;3;122;106;947;0;0;580;28;2;1;0
06435016;Jossgrund;5061;474;152;90;9;2;69;10;1;250;250;1838;0;0;2701;21;1;25;24
06435017;Langenselbold;2626;636;337;180;39;20;35;13;4;240;227;1376;0;1;489;113;0;12;11
06435018;Linsengericht;2982;521;296;219;20;13;20;4;5;187;184;1107;0;0;1320;25;8;2;2
06435019;Maintal;3240;1067;597;360;83;15;85;39;9;360;345;1474;3;0;601;96;0;3;3
06435020;Neuberg;1054;241;136;99;4;0;12;5;2;92;92;645;0;0;150;11;0;6;6
06435021;Nidderau;4673;812;417;282;25;15;34;21;5;341;305;2799;0;0;1001;55;0;6;4
06435022;Niederdorfelden;653;123;67;37;13;1;5;1;0;50;46;470;0;0;53;7;0;0;0
06435023;Rodenbach b Hanau;1673;396;242;175;8;1;46;23;4;102;95;328;0;0;897;51;0;1;0
06435024;Ronneburg, Hess;1425;226;100;64;2;0;15;3;2;108;108;951;0;0;235;12;0;2;2
06435025;Schlüchtern;11331;1742;699;403;60;20;62;25;9;952;834;5753;0;0;3605;143;11;77;73
06435026;Schöneck;2150;446;260;169;40;5;17;7;2;161;151;1438;0;0;224;27;6;9;3
06435027;Sinntal;11184;1254;447;248;68;9;31;5;10;757;660;4886;0;1;4800;108;44;91;88
06435028;Steinau a.d.Straße;10487;1275;499;254;61;30;32;6;6;708;675;5750;0;0;3254;162;3;44;38
06435029;Wächtersbach;5079;741;376;237;35;5;28;10;5;326;302;1811;0;0;2421;94;5;7;6
06435200;Gutsbezirk Spessart;8930;110;2;1;0;0;25;5;0;83;81;181;0;0;8623;13;0;3;3
06436001;Bad Soden am Taunus;1255;507;347;263;7;5;27;20;10;118;116;473;0;0;267;5;0;3;1
06436002;Eppstein;2421;479;273;208;15;5;20;10;3;178;142;679;0;0;1228;14;1;19;18
06436003;Eschborn;1213;588;357;191;18;8;52;44;6;165;152;605;0;0;12;7;0;1;0
06436004;Flörsheim am Main;2295;836;354;227;46;121;123;115;7;231;207;1271;0;0;57;81;43;7;2
06436005;Hattersheim am Main;1581;651;404;251;53;15;43;35;8;181;164;800;0;0;53;70;5;1;1
06436006;Hochheim am Main;1943;650;275;165;36;59;95;33;5;217;199;1169;0;0;16;68;32;8;0
06436007;Hofheim am Taunus;5738;1423;760;497;50;27;141;33;13;482;442;1899;0;0;2356;39;0;20;2
06436008;Kelkheim (Taunus);3065;806;521;391;21;8;54;33;11;212;204;956;0;0;1289;9;0;3;2
06436009;Kriftel;676;308;179;102;22;8;19;13;2;100;94;360;0;0;2;3;0;4;3
06436010;Liederbach am Taunus;620;222;118;81;5;6;10;7;3;85;83;387;0;0;4;7;0;0;0
06436011;Schwalbach am Taunus;647;372;228;146;12;3;42;35;10;90;84;210;0;0;57;7;0;1;0
06436012;Sulzbach (Taunus);785;280;150;85;9;5;29;22;3;93;86;418;0;0;70;5;0;12;0
06437001;Bad König;4673;548;266;175;16;8;28;20;5;240;226;1924;0;0;2150;36;1;14;12
06437002;Beerfelden;7120;619;261;153;17;9;73;2;4;272;263;1991;0;0;4468;19;4;18;18
06437003;Brensbach;2318;391;178;104;19;4;13;6;2;194;194;1216;0;0;658;34;7;13;11
06437004;Breuberg;3076;410;240;139;54;4;15;5;3;148;145;672;0;0;1959;26;1;8;4
06437005;Brombachtal;2044;312;136;88;4;8;7;1;3;158;158;1116;0;0;590;17;5;4;3
06437006;Erbach;6153;777;403;263;33;8;26;7;23;317;297;1710;0;0;3612;34;1;19;18
06437007;Fränkisch-Crumbach;1610;155;90;60;4;1;10;3;1;53;53;912;0;0;530;10;0;3;3
06437008;Hesseneck;2998;130;37;19;6;0;2;0;1;90;61;369;0;0;2483;6;0;10;10
06437009;Höchst i. Odw.;3051;568;276;203;11;7;17;7;3;267;246;912;0;0;1530;34;0;7;3
06437010;Lützelbach;3544;444;195;149;7;51;10;2;3;184;184;1171;0;0;1909;8;1;12;12
06437011;Michelstadt;8698;932;520;314;50;7;42;20;8;355;338;2442;0;0;5269;28;2;25;22
06437012;Mossautal;4850;285;116;74;5;2;6;3;2;159;159;1357;0;0;3174;29;0;5;5
06437013;Reichelsheim (Odenwald);5821;637;311;170;23;4;37;27;5;281;281;3261;0;0;1858;30;4;30;30
06437014;Rothenberg;3048;205;97;76;4;3;5;1;2;97;97;634;0;0;2184;9;0;16;16
06437015;Sensbachtal;3394;179;41;21;1;1;3;2;1;132;120;595;0;0;2607;6;3;4;4
06438001;Dietzenbach;2167;846;513;295;51;66;33;18;8;225;218;495;0;0;802;14;1;11;8
06438002;Dreieich;5330;1415;774;482;51;57;149;50;29;406;378;1369;0;0;2502;36;0;8;3
06438003;Egelsbach;1482;454;254;130;20;9;22;10;2;167;113;458;0;0;522;37;4;6;1
06438004;Hainburg;1595;462;279;178;22;4;35;19;5;138;132;456;0;0;604;67;3;3;1
06438005;Heusenstamm;1903;535;339;224;29;11;34;18;5;146;136;241;0;0;1089;22;7;9;8
06438006;Langen (Hessen);2912;822;516;331;48;9;57;22;9;231;219;468;0;0;1430;179;0;15;14
06438007;Mainhausen;1792;546;191;119;25;115;38;17;5;198;179;290;0;0;761;119;41;34;30
06438008;Mühlheim am Main;2067;723;438;290;44;19;87;62;8;172;157;435;0;0;811;76;6;16;13
06438009;Neu-Isenburg;2431;898;551;300;73;14;58;27;8;267;238;147;0;0;1372;7;0;7;7
06438010;Obertshausen;1362;595;361;222;49;26;21;10;9;178;174;233;0;0;497;17;8;11;7
06438011;Rodgau;6504;1419;774;494;77;41;50;29;11;543;525;2101;0;0;2878;64;32;11;6
06438012;Rödermark;2999;848;533;367;50;9;38;19;5;263;246;963;0;0;1143;36;3;7;7
06438013;Seligenstadt;3085;738;432;276;29;12;48;27;5;242;232;879;0;0;1407;59;0;2;1
06439001;Aarbergen;3394;512;198;123;25;12;28;17;4;269;253;1387;0;0;1461;25;8;1;1
06439002;Bad Schwalbach;4027;621;255;166;7;14;30;24;6;316;307;955;0;0;2421;27;0;2;1
06439003;Eltville am Rhein;4677;680;363;207;26;12;48;37;11;245;229;1546;0;0;2079;366;0;7;6
06439004;Geisenheim;4035;540;263;159;21;10;58;41;6;203;197;782;0;0;2612;89;8;4;4
06439005;Heidenrod;9594;915;306;195;9;7;39;29;6;556;546;2823;0;0;5792;50;0;14;2
06439006;Hohenstein, Untertaunus;6379;630;190;124;9;9;29;20;4;397;390;2407;0;0;3303;38;0;1;0
06439007;Hünstetten;5056;720;286;205;8;10;41;25;3;380;367;2212;0;0;2093;28;0;2;1
06439008;Idstein;7969;1298;525;339;40;26;73;44;7;667;603;2906;0;0;3711;46;0;8;3
06439009;Kiedrich;1235;128;69;48;4;1;4;1;1;53;53;444;0;0;656;2;0;4;4
06439010;Lorch, Rheingau;5453;586;159;75;13;8;96;34;2;320;301;855;0;0;3677;186;2;149;11
06439011;Niedernhausen;3531;644;338;268;15;3;48;39;5;250;208;800;0;0;2069;15;1;2;1
06439012;Oestrich-Winkel;5953;562;233;155;14;5;89;82;3;232;222;1191;0;0;3949;246;3;2;1
06439013;Rüdesheim am Rhein;5144;545;205;103;14;5;59;46;5;271;228;1017;0;0;3338;226;5;13;10
06439014;Schlangenbad;3655;473;184;136;3;1;22;14;3;262;261;897;0;0;2257;13;1;15;14
06439015;Taunusstein;6703;1223;601;404;45;22;81;61;7;512;502;1852;0;0;3590;33;1;4;3
06439016;Waldems;3669;415;153;118;6;4;20;13;2;236;236;1177;0;0;2055;19;2;0;0
06439017;Walluf;674;183;113;69;9;2;9;5;1;58;55;293;0;0;148;47;0;3;2
06440001;Altenstadt, Hess;3009;653;339;198;56;4;49;7;6;255;244;1801;0;0;480;65;0;10;8
06440002;Bad Nauheim;3254;997;558;323;39;4;109;76;12;314;281;1811;0;0;371;44;15;17;15
06440003;Bad Vilbel;2568;952;522;338;54;12;139;61;8;271;242;1368;0;0;181;60;0;7;3
06440004;Büdingen;12288;1374;672;378;73;19;39;19;10;634;604;5126;0;0;5544;121;41;82;17
06440005;Butzbach;10660;1620;759;435;80;27;60;33;11;763;684;4603;0;0;4241;63;27;106;41
06440006;Echzell;3761;396;167;107;7;2;16;6;2;209;199;2054;0;0;1153;134;21;2;2
06440007;Florstadt;3960;539;245;146;24;5;39;23;5;245;245;2319;0;0;1040;59;0;4;2
06440008;Friedberg (Hessen);5017;1203;640;305;69;19;138;36;15;392;314;2799;0;0;913;46;2;54;13
06440009;Gedern;7524;788;323;168;34;10;32;7;4;418;410;3391;0;0;3220;77;27;22;22
06440010;Glauburg;1267;210;96;61;6;7;5;1;1;101;89;763;0;0;267;20;0;6;4
06440011;Hirzenhain;1611;241;123;72;14;2;10;6;1;104;102;452;0;0;881;28;8;1;1
06440012;Karben;4394;842;485;278;57;19;48;26;6;284;271;3160;0;0;329;59;0;4;3
06440013;Kefenrod;3066;306;115;53;8;1;7;2;2;182;182;1943;0;0;790;19;0;8;8
06440014;Limeshain;1250;252;133;95;13;1;15;6;2;101;101;607;0;0;384;8;0;1;0
06440015;Münzenberg;3163;503;174;105;14;4;13;4;3;310;294;2181;0;0;414;31;23;11;8
06440016;Nidda;11835;1604;660;356;86;24;61;41;9;850;807;6155;0;0;3864;140;35;37;33
06440017;Niddatal;4026;505;240;150;3;5;28;14;4;228;195;2737;0;0;718;57;0;9;8
06440018;Ober-Mörlen;3765;490;200;126;13;9;23;16;2;255;245;1537;0;0;1626;32;1;80;76
06440019;Ortenberg, Hess;5469;737;310;198;21;10;30;13;5;382;371;2465;0;0;2148;74;18;27;26
06440020;Ranstadt;3426;460;174;122;13;1;11;3;3;270;263;1791;0;0;1109;52;0;14;13
06440021;Reichelsheim (Wetterau);2760;366;181;119;9;7;12;5;3;163;150;2162;0;0;192;32;0;8;8
06440022;Rockenberg;1614;242;115;77;7;5;12;8;5;104;99;976;0;0;325;21;8;44;44
06440023;Rosbach v.d.Höhe;4533;651;299;177;42;10;31;21;7;305;286;2162;0;0;1683;18;13;5;1
06440024;Wölfersheim;4315;691;296;168;44;43;22;10;3;326;309;3148;0;0;399;60;0;17;17
06440025;Wöllstadt;1538;248;120;85;5;2;15;5;2;109;98;1250;0;0;18;23;0;0;0
06531001;Allendorf (Lumda);2201;293;138;97;5;10;17;13;3;125;121;1045;0;0;825;19;9;10;10
06531002;Biebertal;4393;669;306;238;14;6;28;14;5;323;323;1644;0;0;2023;29;9;19;19
06531003;Buseck;3867;856;451;260;25;11;41;26;5;348;342;1964;0;0;980;33;25;10;8
06531004;Fernwald;2157;465;227;135;29;19;24;18;1;193;193;882;0;0;780;12;4;14;12
06531005;Gießen;7256;2944;1659;771;167;106;237;185;39;904;791;2125;0;0;1846;129;24;188;15
06531006;Grünberg, Hess;8924;1182;518;283;40;17;45;24;8;595;574;4838;0;0;2806;65;0;33;33
06531007;Heuchelheim;1058;377;224;135;43;20;23;18;3;107;100;540;0;0;73;51;1;16;15
06531008;Hungen;8674;1093;506;280;34;27;44;22;6;511;485;4950;0;0;2429;178;0;24;22
06531009;Langgöns;5254;881;388;232;46;34;25;11;5;430;415;2246;0;0;2034;39;15;38;6
06531010;Laubach, Hess;9702;1006;437;232;34;23;43;22;5;497;497;3499;0;0;5057;115;1;24;24
06531011;Lich;7763;996;436;243;30;19;101;24;6;434;416;3932;0;0;2735;76;0;25;25
06531012;Linden, Hessen;2277;610;311;219;12;15;21;13;1;262;235;994;0;0;624;36;2;11;11
06531013;Lollar;2141;526;282;153;51;9;26;14;4;204;180;836;0;0;705;59;0;15;15
06531014;Pohlheim;3800;917;455;305;40;12;43;22;4;404;388;2349;0;0;485;31;12;7;6
06531015;Rabenau, Hess;4340;487;201;120;5;27;20;16;4;236;231;2108;0;0;1672;34;19;18;18
06531016;Reiskirchen;4499;862;347;234;27;29;131;20;4;351;340;2191;0;0;1398;37;0;9;9
06531017;Staufenberg, Hess;2860;447;220;158;14;14;19;11;3;191;183;1261;0;0;1098;28;8;19;17
06531018;Wettenberg;4297;738;367;249;16;12;37;19;3;319;304;1070;0;0;2413;65;0;11;11
06532001;Aßlar;4357;834;401;268;51;40;17;8;6;370;343;1442;0;0;2017;44;11;11;10
06532002;Bischoffen;3537;399;142;94;9;6;12;7;3;236;232;1059;0;0;2022;56;0;1;0
06532003;Braunfels;4729;758;364;268;13;8;89;15;5;292;278;1247;0;0;2667;45;5;6;4
06532004;Breitscheid, Hess;3175;447;179;109;26;6;13;4;3;246;204;1553;0;0;1065;25;67;17;11
06532005;Dietzhölztal;3745;409;209;139;27;4;11;6;4;182;178;800;0;0;2506;27;0;3;1
06532006;Dillenburg;8389;1421;715;426;118;43;91;17;16;557;488;2434;0;0;4444;60;12;17;14
06532007;Driedorf;4755;610;259;142;22;7;36;19;3;306;295;2441;0;0;1582;107;2;12;9
06532008;Ehringshausen;4543;699;310;217;29;11;28;10;4;347;333;1551;0;0;2229;47;4;13;12
06532009;Eschenburg;4578;847;386;245;57;26;25;12;6;405;395;1497;0;0;2169;44;15;6;4
06532010;Greifenstein;6742;814;304;205;23;8;32;7;6;465;443;2233;0;0;3495;78;99;23;17
06532011;Haiger;10667;1532;689;405;158;34;54;24;12;742;655;2765;0;0;6269;74;18;9;6
06532012;Herborn, Hess;6380;1395;687;400;103;29;46;20;18;614;582;1889;0;0;2963;81;31;22;18
06532013;Hohenahr;4567;522;203;124;14;17;20;8;4;278;278;1989;0;0;1965;79;6;5;3
06532014;Hüttenberg;4074;685;328;219;20;10;21;8;6;320;320;2164;0;0;1183;40;0;1;1
06532015;Lahnau;2393;450;211;143;22;5;21;8;3;210;195;1027;0;0;857;39;4;16;2
06532016;Leun;2866;453;195;140;10;6;15;4;3;233;210;937;0;0;1400;53;5;18;16
06532017;Mittenaar;3518;362;179;120;31;5;5;2;2;170;161;1277;0;0;1844;17;13;3;3
06532018;Schöffengrund;3411;511;230;160;17;4;11;3;3;262;259;1773;0;0;1098;18;1;11;2
06532019;Siegbach;2908;313;90;63;6;1;8;1;2;212;197;1061;0;0;1500;17;1;16;15
06532020;Sinn;1872;412;239;163;44;4;13;4;5;151;139;332;0;0;1096;30;1;1;1
06532021;Solms;3405;750;421;303;38;18;38;20;5;267;244;1119;0;0;1453;66;2;15;15
06532022;Waldsolms;4475;503;187;118;9;7;13;4;3;292;268;1373;0;0;2554;30;0;16;16
06532023;Wetzlar;7567;2538;1395;829;200;52;199;138;29;864;813;2341;0;0;2301;174;76;137;22
06533001;Beselich;3153;547;263;140;23;23;20;13;3;238;238;1668;0;0;839;43;28;28;28
06533002;Brechen;2486;460;188;121;19;3;14;8;2;252;219;1672;0;0;247;18;50;40;36
06533003;Bad Camberg;5463;861;403;265;33;13;45;24;7;393;349;2035;0;0;2506;34;1;26;11
06533004;Dornburg, Westerw;3324;633;322;212;38;17;29;18;5;261;244;1634;0;0;859;32;93;74;74
06533005;Elbtal;1111;219;102;78;1;10;17;11;1;89;89;659;0;0;186;31;10;7;7
06533006;Elz;1686;442;201;144;14;17;39;29;2;182;145;502;0;0;702;25;0;15;13
06533007;Hadamar;4099;766;387;257;26;10;46;28;8;315;297;2317;0;0;898;68;5;46;46
06533008;Hünfelden;6270;802;330;222;9;7;37;22;5;424;415;3842;0;0;1555;30;8;33;21
06533009;Limburg a.d.Lahn;4515;1770;1010;577;168;48;134;108;21;556;489;2350;0;0;264;76;4;50;44
06533010;Löhnberg;3385;441;177;109;32;6;22;14;3;234;226;1227;0;0;1638;54;0;24;23
06533011;Mengerskirchen;3082;498;218;152;22;17;30;13;3;230;230;1228;0;0;1225;54;52;24;24
06533012;Merenberg;2310;348;165;103;20;7;18;11;3;156;156;1011;0;0;918;22;0;11;9
06533013;Runkel;4372;754;339;220;35;46;41;29;5;323;294;2264;0;0;1162;78;71;44;42
