GENESIS-Tabelle: 036-01-5-B
Gebäude mit Wohnraum und Wohnungen nach Gebäudearten;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum
;;;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes
;;;Wohngebäude (Insgesamt);Wohngebäude (ohne Wohnheime);Wohnheime;sonstige Gebäude mit Wohnraum;;Wohngebäude (Insgesamt);Wohngebäude (ohne Wohnheime);Wohnheime;sonstige Gebäude mit Wohnraum
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
03256032;Stolzenau;-;-;-;-;-;-;-;-;-;-
03256401;Eystrup, Samtgemeinde;-;-;-;-;-;-;-;-;-;-
03256401007;Eystrup;-;-;-;-;-;-;-;-;-;-
03256401008;Gandesbergen;-;-;-;-;-;-;-;-;-;-
03256401009;Hämelhausen;-;-;-;-;-;-;-;-;-;-
03256401010;Hassel (Weser);-;-;-;-;-;-;-;-;-;-
03256402;Heemsen, Samtgemeinde;1936;1891;1891;-;45;2580;2523;2523;-;57
03256402005;Drakenburg;577;571;571;-;6;762;747;747;-;15
03256402011;Haßbergen;484;468;468;-;16;682;663;663;-;19
03256402012;Heemsen;543;526;526;-;17;709;692;692;-;17
03256402027;Rohrsen;332;326;326;-;6;427;421;421;-;6
03256403;Grafschaft Hoya, Samtgemeinde;-;-;-;-;-;-;-;-;-;-
03256403003;Bücken, Flecken;-;-;-;-;-;-;-;-;-;-
03256403013;Hilgermissen;-;-;-;-;-;-;-;-;-;-
03256403014;Hoya, Stadt;-;-;-;-;-;-;-;-;-;-
03256403015;Hoyerhagen;-;-;-;-;-;-;-;-;-;-
03256403028;Schweringen;-;-;-;-;-;-;-;-;-;-
03256403035;Warpe;-;-;-;-;-;-;-;-;-;-
03256404;Landesbergen, Samtgemeinde;2894;2812;2809;3;82;3849;3731;3728;3;118
03256404006;Estorf;-;-;-;-;-;-;-;-;-;-
03256404016;Husum;-;-;-;-;-;-;-;-;-;-
03256404017;Landesbergen;-;-;-;-;-;-;-;-;-;-
03256404018;Leese;-;-;-;-;-;-;-;-;-;-
03256405;Liebenau, Samtgemeinde;1978;1914;1914;-;64;2712;2618;2614;4;94
03256405002;Binnen;357;354;354;-;3;460;454;450;4;6
03256405019;Liebenau, Kr Nienburg;1203;1154;1154;-;49;1714;1650;1650;-;64
03256405023;Pennigsehl;418;406;406;-;12;538;514;514;-;24
03256406;Marklohe, Samtgemeinde;2710;2611;2605;6;99;3819;3675;3636;39;144
03256406001;Balge;629;603;603;-;26;786;760;760;-;26
03256406021;Marklohe;1409;1367;1361;6;42;2123;2051;2012;39;72
03256406036;Wietzen;672;641;641;-;31;910;864;864;-;46
03256407;Steimbke, Samtgemeinde;2270;2161;2161;-;109;3300;3163;3027;136;137
03256407020;Linsburg;288;272;272;-;16;411;389;389;-;22
03256407026;Rodewald;785;737;737;-;48;1129;1071;1071;-;58
03256407029;Steimbke;771;738;738;-;33;1184;1145;1009;136;39
03256407031;Stöckse;426;414;414;-;12;576;558;558;-;18
03256408;Uchte, Samtgemeinde;4317;4056;4056;-;261;5704;5341;5335;6;363
03256408004;Diepenau;1161;1090;1090;-;71;1505;1410;1410;-;95
03256408024;Raddestorf;606;563;563;-;43;785;727;721;6;58
03256408033;Uchte;1487;1420;1420;-;67;2065;1950;1950;-;115
03256408034;Warmsen;1063;983;983;-;80;1349;1254;1254;-;95
03256409;Grafschaft Hoya, Samtgemeinde;5720;5478;5475;3;242;7805;7430;7407;23;375
03256409003;Bücken, Flecken;753;719;719;-;34;1006;957;957;-;49
03256409007;Eystrup;1134;1096;1096;-;38;1568;1509;1509;-;59
03256409008;Gandesbergen;166;166;166;-;-;229;229;229;-;-
03256409009;Hämelhausen;194;184;184;-;10;270;257;257;-;13
03256409010;Hassel (Weser);621;611;611;-;10;857;844;833;11;13
03256409013;Hilgermissen;719;683;683;-;36;933;885;885;-;48
03256409014;Hoya, Stadt;1298;1215;1215;-;83;1888;1733;1733;-;155
03256409015;Hoyerhagen;331;328;325;3;3;418;408;396;12;10
03256409028;Schweringen;262;253;253;-;9;345;336;336;-;9
03256409035;Warpe;242;223;223;-;19;291;272;272;-;19
03256410;Mittelweser, Samtgemeinde;-;-;x;x;x;-;-;x;x;x
03256410006;Estorf;589;572;572;-;17;770;753;753;-;17
03256410016;Husum;789;773;770;3;16;1054;1017;1014;3;37
03256410017;Landesbergen;950;928;928;-;22;1244;1210;1210;-;34
03256410018;Leese;566;539;539;-;27;781;751;751;-;30
03256410032;Stolzenau;2277;2156;2156;-;121;3322;3140;3053;87;182
03257003;Auetal;2038;1950;1950;-;88;2976;2864;2864;-;112
03257009;Bückeburg;5287;5044;5041;3;243;9972;9448;9367;81;524
03257028;Obernkirchen;2864;2749;2749;-;115;4860;4662;4662;-;198
03257031;Rinteln;7410;7129;7123;6;281;13115;12588;12535;53;527
03257035;Stadthagen;5371;5111;5108;3;260;11203;10666;10579;87;537
03257401;Eilsen, Samtgemeinde;1786;1742;1742;-;44;3432;3355;3355;-;77
03257401001;Ahnsen;337;327;327;-;10;532;516;516;-;16
03257401005;Bad Eilsen;477;468;468;-;9;1254;1233;1233;-;21
03257401008;Buchholz b Stadthagen;235;229;229;-;6;368;359;359;-;9
03257401012;Heeßen;422;416;416;-;6;751;736;736;-;15
03257401022;Luhden;315;302;302;-;13;527;511;511;-;16
03257402;Lindhorst, Samtgemeinde;2316;2249;2246;3;67;3811;3700;3679;21;111
03257402007;Beckedorf;454;454;454;-;0;697;691;691;-;6
03257402015;Heuerßen;311;308;308;-;3;465;462;462;-;3
03257402020;Lindhorst;1234;1198;1195;3;36;2171;2104;2083;21;67
03257402021;Lüdersfeld;317;289;289;-;28;478;443;443;-;35
03257403;Nenndorf, Samtgemeinde;4458;4316;4316;-;142;8728;8474;8456;18;254
03257403006;Bad Nenndorf;2603;2512;2512;-;91;5657;5484;5466;18;173
03257403011;Haste;798;778;778;-;20;1386;1348;1348;-;38
03257403016;Hohnhorst;595;588;588;-;7;997;981;981;-;16
03257403036;Suthfeld;462;438;438;-;24;688;661;661;-;27
03257404;Niedernwöhren, Samtgemeinde;2538;2436;2436;-;102;3674;3511;3511;-;163
03257404019;Lauenhagen;421;408;408;-;13;587;562;562;-;25
03257404023;Meerbeck;593;557;557;-;36;910;859;859;-;51
03257404025;Niedernwöhren;611;593;593;-;18;871;841;841;-;30
03257404027;Nordsehl;232;232;232;-;0;348;338;338;-;10
03257404030;Pollhagen;346;337;337;-;9;516;501;501;-;15
03257404037;Wiedensahl;335;309;309;-;26;442;410;410;-;32
03257405;Nienstädt, Samtgemeinde;3230;3141;3134;7;89;4653;4524;4514;10;129
03257405013;Helpsen;592;577;573;4;15;917;890;886;4;27
03257405014;Hespe;636;608;608;-;28;919;885;885;-;34
03257405026;Nienstädt;1536;1509;1506;3;27;2172;2142;2136;6;30
03257405034;Seggebruch;466;447;447;-;19;645;607;607;-;38
03257406;Rodenberg, Samtgemeinde;4924;4769;4766;3;155;7397;7119;7085;34;278
03257406002;Apelern;791;779;779;-;12;1165;1140;1134;6;25
03257406017;Hülsede;370;347;347;-;23;536;501;501;-;35
03257406018;Lauenau;1339;1295;1292;3;44;1945;1860;1857;3;85
03257406024;Messenkamp;257;245;245;-;12;389;368;361;7;21
03257406029;Pohle;291;276;276;-;15;403;385;385;-;18
03257406032;Rodenberg;1876;1827;1827;-;49;2959;2865;2847;18;94
03257407;Sachsenhagen, Samtgemeinde;2904;2801;2797;4;103;4331;4163;4114;49;168
03257407004;Auhagen;403;393;393;-;10;570;550;550;-;20
03257407010;Hagenburg;1328;1285;1281;4;43;2123;2047;1998;49;76
03257407033;Sachsenhagen;675;641;641;-;34;938;885;885;-;53
03257407038;Wölpinghausen;498;482;482;-;16;700;681;681;-;19
03351004;Bergen;4232;4065;4062;3;167;6823;6539;6520;19;284
03351006;Celle;19750;19113;19098;15;637;35996;34765;34555;210;1231
03351010;Faßberg;2472;2412;2409;3;60;3402;3302;3296;6;100
03351012;Hambühren;3543;3464;3464;-;79;4535;4436;4436;-;99
03351013;Hermannsburg;2617;2536;2536;-;81;3807;3679;3615;64;128
03351020;Unterlüß;1454;1424;1424;-;30;2182;2129;2129;-;53
03351023;Wietze;2670;2618;2612;6;52;3570;3468;3459;9;102
03351024;Winsen (Aller);4838;4740;4740;-;98;6101;5957;5957;-;144
03351401;Eschede, Samtgemeinde;2161;2104;2104;-;57;2909;2826;2826;-;83
03351401009;Eschede;1269;1224;1224;-;45;1808;1741;1741;-;67
03351401011;Habighorst;275;272;272;-;3;352;345;345;-;7
03351401014;Höfer;372;366;366;-;6;445;439;439;-;6
03351401019;Scharnhorst;245;242;242;-;3;304;301;301;-;3
03351402;Flotwedel, Samtgemeinde;3908;3803;3803;-;105;5101;4957;4801;156;144
03351402005;Bröckel;600;581;581;-;19;774;745;745;-;29
03351402007;Eicklingen;1035;999;999;-;36;1334;1289;1286;3;45
03351402017;Langlingen;762;737;737;-;25;948;920;920;-;28
03351402022;Wienhausen;1511;1486;1486;-;25;2045;2003;1850;153;42
03351403;Lachendorf, Samtgemeinde;4276;4180;4180;-;96;5519;5354;5354;-;165
03351403002;Ahnsbeck;570;561;561;-;9;715;706;706;-;9
03351403003;Beedenbostel;334;322;322;-;12;468;441;441;-;27
03351403008;Eldingen;815;794;794;-;21;979;952;952;-;27
03351403015;Hohne;575;559;559;-;16;753;731;731;-;22
03351403016;Lachendorf;1982;1944;1944;-;38;2604;2524;2524;-;80
03351404;Wathlingen, Samtgemeinde;4849;4713;4707;6;136;6756;6554;6526;28;202
03351404001;Adelheidsdorf;849;818;815;3;31;1121;1081;1059;22;40
03351404018;Nienhagen b Celle;2195;2145;2142;3;50;2831;2760;2754;6;71
03351404021;Wathlingen;1805;1750;1750;-;55;2804;2713;2713;-;91
03351501;Lohheide, gem.fr. Bezirk;324;315;315;-;9;382;370;370;-;12
03352011;Cuxhaven;14137;13608;13608;-;529;30694;29673;29587;86;1021
03352030;Langen;6142;5992;5992;-;150;8486;8251;8242;9;235
03352032;Loxstedt;5087;4946;4943;3;141;7226;7014;7011;3;212
03352040;Nordholz;2593;2528;2528;-;65;3467;3372;3372;-;95
03352050;Schiffdorf;4516;4403;4403;-;113;6206;6040;6034;6;166
03352059;Beverstedt;-;-;-;-;-;-;-;-;-;-
03352401;Am Dobrock, Samtgemeinde;5001;4796;4793;3;205;6135;5870;5857;13;265
03352401004;Belum;346;334;334;-;12;407;389;389;-;18
03352401008;Bülkau;385;352;352;-;33;424;391;391;-;33
03352401009;Cadenberge;1216;1171;1171;-;45;1657;1589;1589;-;68
03352401018;Geversdorf;340;325;325;-;15;376;351;351;-;25
03352401039;Neuhaus (Oste);607;588;585;3;19;740;709;696;13;31
03352401042;Oberndorf, Oste;620;589;589;-;31;787;753;753;-;34
03352401056;Wingst;1487;1437;1437;-;50;1744;1688;1688;-;56
03352402;Bederkesa, Samtgemeinde;3807;3650;3650;-;157;5477;5211;5202;9;266
03352402003;Bad Bederkesa;1560;1489;1489;-;71;2526;2370;2361;9;156
03352402013;Drangstedt;522;509;509;-;13;643;627;627;-;16
03352402015;Elmlohe;253;244;244;-;9;340;331;331;-;9
03352402016;Flögeln;215;212;212;-;3;282;279;279;-;3
03352402027;Köhlen;311;293;293;-;18;397;370;370;-;27
03352402028;Kührstedt;319;307;307;-;12;438;426;426;-;12
03352402031;Lintig;380;355;355;-;25;497;469;469;-;28
03352402048;Ringstedt;247;241;241;-;6;354;339;339;-;15
03352403;Beverstedt, Samtgemeinde;4693;4504;4498;6;189;6031;5757;5731;26;274
03352403001;Appeln;139;136;136;-;3;165;162;162;-;3
03352403005;Beverstedt, Flecken;1498;1425;1425;-;73;1991;1887;1887;-;104
03352403006;Bokel;829;810;807;3;19;1058;1036;1019;17;22
03352403017;Frelsdorf;227;220;220;-;7;274;264;264;-;10
03352403021;Heerstedt;151;142;142;-;9;185;173;173;-;12
03352403023;Hollen;272;256;256;-;16;341;322;322;-;19
03352403026;Kirchwistedt;164;149;149;-;15;213;186;186;-;27
03352403033;Lunestedt;877;845;842;3;32;1134;1081;1072;9;53
03352403053;Stubben;536;521;521;-;15;670;646;646;-;24
03352404;Börde Lamstedt, Samtgemeinde;2275;2151;2151;-;124;2635;2493;2493;-;142
03352404002;Armstorf;211;202;202;-;9;243;231;231;-;12
03352404024;Hollnseth;371;352;352;-;19;414;392;392;-;22
03352404029;Lamstedt;1286;1219;1219;-;67;1516;1440;1440;-;76
03352404036;Mittelstenahe;202;195;195;-;7;220;210;210;-;10
03352404052;Stinstedt;205;183;183;-;22;242;220;220;-;22
03352405;Hadeln, Samtgemeinde;-;-;-;-;-;-;-;-;-;-
03352405038;Neuenkirchen;-;-;-;-;-;-;-;-;-;-
03352405041;Nordleda;-;-;-;-;-;-;-;-;-;-
03352405045;Osterbruch;-;-;-;-;-;-;-;-;-;-
03352405046;Otterndorf;-;-;-;-;-;-;-;-;-;-
03352406;Hagen, Samtgemeinde;3960;3796;3796;-;164;4936;4730;4730;-;206
03352406007;Bramstedt;667;628;628;-;39;828;777;777;-;51
03352406014;Driftsethe;241;223;223;-;18;288;264;264;-;24
03352406019;Hagen im Bremischen;1344;1300;1300;-;44;1759;1703;1703;-;56
03352406049;Sandstedt;649;623;623;-;26;792;763;763;-;29
03352406054;Uthlede;328;315;315;-;13;397;384;384;-;13
03352406058;Wulsbüttel;731;707;707;-;24;872;839;839;-;33
03352407;Hemmoor, Samtgemeinde;5497;5300;5296;4;197;6740;6441;6410;31;299
03352407020;Hechthausen;1424;1391;1391;-;33;1659;1611;1611;-;48
03352407022;Hemmoor;3290;3161;3157;4;129;4169;3956;3925;31;213
03352407044;Osten;783;748;748;-;35;912;874;874;-;38
03352408;Land Wursten, Samtgemeinde;3608;3478;3475;3;130;4890;4696;4687;9;194
03352408010;Cappel;282;276;276;-;6;358;352;352;-;6
03352408012;Dorum;1419;1359;1356;3;60;2098;1996;1987;9;102
03352408034;Midlum b Bremerhaven;634;615;615;-;19;799;770;770;-;29
03352408035;Misselwarden;162;150;150;-;12;198;186;186;-;12
03352408037;Mulsum;188;185;185;-;3;239;230;230;-;9
03352408047;Padingbüttel;198;186;186;-;12;235;223;223;-;12
03352408057;Wremen;725;707;707;-;18;963;939;939;-;24
03352409;Sietland, Samtgemeinde;-;-;-;-;-;-;-;-;-;-
03352409025;Ihlienworth;-;-;-;-;-;-;-;-;-;-
03352409043;Odisheim;-;-;-;-;-;-;-;-;-;-
03352409051;Steinau;-;-;-;-;-;-;-;-;-;-
03352409055;Wanna;-;-;-;-;-;-;-;-;-;-
03352410;Land Hadeln, Samtgemeinde;5813;5565;5559;6;248;7459;7102;7093;9;357
03352410025;Ihlienworth;615;583;580;3;32;752;714;711;3;38
03352410038;Neuenkirchen;534;527;527;-;7;669;659;659;-;10
03352410041;Nordleda;421;412;412;-;9;503;487;487;-;16
03352410043;Odisheim;217;208;208;-;9;241;229;229;-;12
03352410045;Osterbruch;208;199;199;-;9;255;246;246;-;9
03352410046;Otterndorf, Stadt;2685;2558;2555;3;127;3676;3477;3471;6;199
03352410051;Steinau;306;287;287;-;19;369;347;347;-;22
03352410055;Wanna;827;791;791;-;36;994;943;943;-;51
03353005;Buchholz i. d. Nordheide;12050;11852;11846;6;198;18178;17714;17632;82;464
03353026;Neu Wulmstorf;6343;6229;6226;3;114;9079;8825;8809;16;254
03353029;Rosengarten, Kr Harburg;4475;4390;4390;-;85;6087;5917;5911;6;170
03353031;Seevetal;12864;12600;12600;-;264;20110;19616;19601;15;494
03353032;Stelle;3492;3415;3415;-;77;4761;4657;4657;-;104
03353040;Winsen (Luhe);8885;8604;8594;10;281;15362;14850;14777;73;512
03353401;Elbmarsch, Samtgemeinde;3805;3707;3704;3;98;4995;4838;4835;3;157
03353401007;Drage, Elbe;1201;1159;1159;-;42;1618;1560;1560;-;58
03353401023;Marschacht;1183;1161;1158;3;22;1599;1562;1559;3;37
03353401033;Tespe;1421;1387;1387;-;34;1778;1716;1716;-;62
03353402;Hanstedt, Samtgemeinde;4754;4601;4601;-;153;6766;6525;6501;24;241
03353402002;Asendorf, Nordheide;666;653;653;-;13;842;826;826;-;16
03353402004;Brackel;633;607;607;-;26;817;768;768;-;49
03353402009;Egestorf;828;794;794;-;34;1130;1078;1078;-;52
03353402016;Hanstedt, Nordheide;1794;1742;1742;-;52;2798;2714;2690;24;84
03353402024;Marxen;468;453;453;-;15;657;630;630;-;27
03353402036;Undeloh;365;352;352;-;13;522;509;509;-;13
03353403;Hollenstedt, Samtgemeinde;3758;3656;3650;6;102;4931;4766;4748;18;165
03353403001;Appel;724;704;698;6;20;879;859;841;18;20
03353403008;Drestedt;272;268;268;-;4;352;345;345;-;7
03353403014;Halvesbostel;213;207;207;-;6;300;288;288;-;12
03353403019;Hollenstedt;1101;1058;1058;-;43;1518;1427;1427;-;91
03353403025;Moisburg;613;590;590;-;23;795;772;772;-;23
03353403028;Regesbostel;371;371;371;-;-;485;479;479;-;6
03353403039;Wenzendorf;464;458;458;-;6;602;596;596;-;6
03353404;Jesteburg, Samtgemeinde;3746;3657;3651;6;89;5141;5022;4879;143;119
03353404003;Bendestorf;813;804;804;-;9;1122;1110;1077;33;12
03353404017;Harmstorf;302;292;292;-;10;401;391;391;-;10
03353404020;Jesteburg;2631;2561;2555;6;70;3618;3521;3411;110;97
03353405;Salzhausen, Samtgemeinde;4535;4393;4390;3;142;6163;5945;5942;3;218
03353405010;Eyendorf;386;380;380;-;6;515;506;506;-;9
03353405011;Garlstorf;345;335;335;-;10;432;422;422;-;10
03353405012;Garstedt;505;493;493;-;12;605;590;590;-;15
03353405013;Gödenstorf;284;271;271;-;13;413;391;391;-;22
03353405030;Salzhausen;1431;1372;1372;-;59;2122;2020;2020;-;102
03353405034;Toppenstedt;707;689;686;3;18;932;905;902;3;27
03353405037;Vierhöfen;315;309;309;-;6;419;410;410;-;9
03353405042;Wulfsen;562;544;544;-;18;725;701;701;-;24
03353406;Tostedt, Samtgemeinde;7974;7788;7781;7;186;11466;11144;11018;126;322
03353406006;Dohren, Nordheide;370;367;367;-;3;461;458;458;-;3
03353406015;Handeloh;1024;1003;1000;3;21;1191;1155;1142;13;36
03353406018;Heidenau, Nordheide;617;592;592;-;25;923;886;886;-;37
03353406021;Kakenstorf;551;542;542;-;9;628;610;610;-;18
03353406022;Königsmoor;195;192;192;-;3;268;265;265;-;3
03353406027;Otter;503;500;500;-;3;644;635;635;-;9
03353406035;Tostedt;3778;3683;3679;4;95;6120;5946;5833;113;174
03353406038;Welle;403;385;385;-;18;505;475;475;-;30
03353406041;Wistedt;533;524;524;-;9;726;714;714;-;12
03354403;Gartow, Samtgemeinde;2062;1995;1995;-;67;2489;2393;2393;-;96
03354403005;Gartow, Elbe;745;712;712;-;33;912;863;863;-;49
03354403007;Gorleben;347;341;341;-;6;393;384;384;-;9
03354403010;Höhbeck;439;426;426;-;13;513;496;496;-;17
03354403020;Prezelle;235;229;229;-;6;281;272;272;-;9
03354403021;Schnackenburg;296;287;287;-;9;390;378;378;-;12
03354406;Elbtalaue, Samtgemeinde;7750;7408;7402;6;342;11060;10530;10472;58;530
03354406003;Damnatz;135;125;125;-;10;151;141;141;-;10
03354406004;Dannenberg (Elbe);2576;2409;2406;3;167;4140;3861;3815;46;279
03354406006;Göhrde;254;243;243;-;11;296;282;282;-;14
03354406008;Gusborn;518;499;499;-;19;607;588;588;-;19
03354406009;Hitzacker (Elbe);1729;1656;1653;3;73;2795;2680;2671;9;115
03354406011;Jameln;431;410;410;-;21;520;490;490;-;30
03354406012;Karwitz;339;333;333;-;6;390;384;384;-;6
03354406014;Langendorf, Elbe;343;327;327;-;16;397;381;381;-;16
03354406019;Neu Darchau;630;621;621;-;9;832;810;807;3;22
03354406027;Zernien;795;785;785;-;10;932;913;913;-;19
03354407;Lüchow (Wendland), Samtgemeinde;9074;8576;8576;-;498;12682;11968;11959;9;714
03354407001;Bergen an der Dumme;543;522;522;-;21;721;683;683;-;38
03354407002;Clenze;928;889;889;-;39;1198;1146;1146;-;52
03354407013;Küsten;547;512;512;-;35;701;659;659;-;42
03354407015;Lemgow;597;557;557;-;40;737;688;688;-;49
03354407016;Luckau (Wendland);235;219;219;-;16;296;274;274;-;22
03354407017;Lübbow;282;267;267;-;15;376;361;361;-;15
03354407018;Lüchow (Wendland);3092;2887;2887;-;205;5041;4696;4693;3;345
03354407022;Schnega;557;530;530;-;27;680;649;643;6;31
03354407023;Trebel;432;408;408;-;24;511;481;481;-;30
03354407024;Waddeweitz;419;397;397;-;22;513;491;491;-;22
03354407025;Woltersdorf, Niedersachs;352;346;346;-;6;459;450;450;-;9
03354407026;Wustrow (Wendland);1090;1042;1042;-;48;1449;1390;1390;-;59
03354501;Gartow, gem.fr. Geb.;-;-;x;x;x;-;-;x;x;x
03354502;Göhrde, gem.fr. Geb.;-;-;x;x;x;-;-;x;x;x
03355001;Adendorf;3145;3083;3083;-;62;4695;4585;4501;84;110
03355009;Bleckede;3281;3116;3116;-;165;4639;4404;4389;15;235
03355022;Lüneburg;15563;15038;15004;34;525;37325;36111;35671;440;1214
03355049;Amt Neuhaus;1764;1653;1653;-;111;2553;2386;2383;3;167
03355401;Amelinghausen, Samtgemeinde;2706;2633;2630;3;73;3776;3647;3644;3;129
03355401002;Amelinghausen;1190;1144;1144;-;46;1779;1699;1699;-;80
03355401008;Betzendorf;359;356;356;-;3;475;462;462;-;13
03355401027;Oldendorf (Luhe);353;347;347;-;6;481;466;466;-;15
03355401029;Rehlingen;265;253;253;-;12;355;340;340;-;15
03355401034;Soderstorf;539;533;530;3;6;686;680;677;3;6
03355402;Bardowick, Samtgemeinde;5203;5078;5078;-;125;7252;7053;7003;50;199
03355402004;Bardowick;1881;1819;1819;-;62;2937;2841;2791;50;96
03355402007;Barum, Kr Lüneburg;713;704;704;-;9;860;839;839;-;21
03355402017;Handorf;604;589;589;-;15;774;750;750;-;24
03355402023;Mechtersen;220;217;217;-;3;290;284;284;-;6
03355402028;Radbruch;642;633;633;-;9;868;859;859;-;9
03355402039;Vögelsen;730;718;718;-;12;976;954;954;-;22
03355402042;Wittorf;413;398;398;-;15;547;526;526;-;21
03355403;Dahlenburg, Samtgemeinde;2248;2161;2158;3;87;3013;2886;2876;10;127
03355403010;Boitze;142;142;142;-;-;194;194;194;-;-
03355403012;Dahlem, Niedersachs;174;168;168;-;6;214;202;202;-;12
03355403013;Dahlenburg;1107;1059;1059;-;48;1607;1529;1529;-;78
03355403025;Nahrendorf;513;486;483;3;27;641;610;600;10;31
03355403037;Tosterglope;312;306;306;-;6;357;351;351;-;6
03355404;Gellersen, Samtgemeinde;3771;3704;3700;4;67;5691;5585;5575;10;106
03355404020;Kirchgellersen;683;665;665;-;18;950;929;929;-;21
03355404031;Reppenstedt;2023;1986;1982;4;37;3389;3325;3321;4;64
03355404035;Südergellersen;516;507;507;-;9;653;641;635;6;12
03355404041;Westergellersen;549;546;546;-;3;699;690;690;-;9
03355405;Ilmenau, Samtgemeinde;3385;3320;3320;-;65;4544;4439;4408;31;105
03355405006;Barnstedt;251;245;245;-;6;331;322;322;-;9
03355405014;Deutsch Evern;1260;1248;1248;-;12;1642;1618;1602;16;24
03355405016;Embsen;812;799;799;-;13;1120;1095;1089;6;25
03355405024;Melbeck;1062;1028;1028;-;34;1451;1404;1395;9;47
03355406;Ostheide, Samtgemeinde;3261;3178;3178;-;83;4437;4316;4309;7;121
03355406005;Barendorf;761;755;755;-;6;952;943;943;-;9
03355406026;Neetze;831;795;795;-;36;1160;1105;1105;-;55
03355406030;Reinstorf;434;415;415;-;19;603;568;568;-;35
03355406036;Thomasburg;443;430;430;-;13;562;549;549;-;13
03355406038;Vastorf;248;245;245;-;3;375;372;372;-;3
03355406040;Wendisch Evern;544;538;538;-;6;785;779;772;7;6
03355407;Scharnebeck, Samtgemeinde;4892;4751;4745;6;141;6739;6520;6474;46;219
03355407003;Artlenburg;519;496;496;-;23;732;697;697;-;35
03355407011;Brietlingen;1077;1062;1062;-;15;1384;1362;1362;-;22
03355407015;Echem;297;287;287;-;10;423;401;401;-;22
03355407018;Hittbergen;309;302;302;-;7;405;392;392;-;13
03355407019;Hohnstorf (Elbe);833;807;807;-;26;1114;1072;1069;3;42
03355407021;Lüdersburg;260;243;240;3;17;371;347;334;13;24
03355407032;Rullstorf;593;586;586;-;7;754;747;729;18;7
03355407033;Scharnebeck;1004;968;965;3;36;1556;1502;1490;12;54
03356002;Grasberg;2404;2279;2279;-;125;3158;2968;2968;-;190
03356005;Lilienthal;6051;5841;5841;-;210;8265;7890;7886;4;375
03356007;Osterholz-Scharmbeck;9412;9122;9110;12;290;13839;13266;13208;58;573
03356008;Ritterhude;5184;5067;5063;4;117;6917;6735;6697;38;182
03356009;Schwanewede;6676;6541;6538;3;135;8637;8445;8373;72;192
03356011;Worpswede;3271;3099;3099;-;172;4319;4104;4094;10;215
03356401;Hambergen, Samtgemeinde;3952;3836;3832;4;116;5079;4906;4894;12;173
03356401001;Axstedt;401;395;395;-;6;569;560;560;-;9
03356401003;Hambergen;1904;1847;1843;4;57;2456;2372;2360;12;84
03356401004;Holste;409;396;396;-;13;497;478;478;-;19
03356401006;Lübberstedt;263;263;263;-;-;318;315;315;-;3
03356401010;Vollersode;975;935;935;-;40;1239;1181;1181;-;58
03357008;Bremervörde;6135;5880;5880;-;255;8662;8226;8226;-;436
03357016;Gnarrenburg;3138;3030;3027;3;108;3970;3776;3769;7;194
03357039;Rotenburg (Wümme);6340;6135;6121;14;205;10344;9918;9798;120;426
03357041;Scheeßel;4267;4140;4140;-;127;5554;5348;5345;3;206
03357051;Visselhövede;3289;3157;3157;-;132;4788;4582;4582;-;206
03357401;Bothel, Samtgemeinde;2906;2831;2831;-;75;3582;3483;3483;-;99
03357401006;Bothel;865;849;849;-;16;1019;997;997;-;22
03357401009;Brockel;457;445;445;-;12;549;534;534;-;15
03357401024;Hemsbünde;446;436;436;-;10;518;508;508;-;10
03357401025;Hemslingen;497;488;488;-;9;647;635;635;-;12
03357401031;Kirchwalsede;405;380;380;-;25;547;510;510;-;37
03357401054;Westerwalsede;236;233;233;-;3;302;299;299;-;3
03357402;Fintel, Samtgemeinde;2767;2701;2701;-;66;3358;3270;3270;-;88
03357402015;Fintel;1174;1138;1138;-;36;1426;1387;1387;-;39
03357402023;Helvesiek;308;299;299;-;9;348;339;339;-;9
03357402033;Lauenbrück;749;743;743;-;6;946;934;934;-;12
03357402046;Stemmen;305;294;294;-;11;362;345;345;-;17
03357402049;Vahlde;231;227;227;-;4;276;265;265;-;11
03357403;Geestequelle, Samtgemeinde;2300;2210;2210;-;90;2801;2684;2684;-;117
03357403002;Alfstedt;283;268;268;-;15;345;324;324;-;21
