AGS;Name;Insgesamt;Fernheizung (Fernwärme);Etagenheizung;Blockheizung;Zentralheizung;Einzel-oder Mehrraumöfen;keine Heizung im Gebäude
14626480;Rothenburg/O.L., Stadt;1508;101;109;6;984;279;29
14626490;Schleife;916;48;42;9;709;102;6
14626500;Schönau-Berzdorf a. d. Eigen;467;6;19;19;323;94;6
14626510;Schönbach;467;-;21;4;257;178;7
14626520;Schöpstal;876;16;70;9;646;135;-
14626530;Seifhennersdorf, Stadt;1285;6;143;29;788;294;25
14626540;Sohland a. Rotstein;493;-;34;12;327;110;10
14626550;Strahwalde;-;-;-;-;-;-;-
14626560;Trebendorf;325;-;28;3;246;42;6
14626570;Vierkirchen;673;3;46;9;464;141;10
14626580;Waldhufen;954;6;44;10;627;258;9
14626590;Weißkeißel;492;12;61;6;363;44;6
14626600;Weißwasser/O.L., Stadt;2682;504;207;33;1789;143;6
14626610;Zittau, Stadt;5458;504;677;41;3109;1045;82
14627010;Coswig, Stadt;3505;640;267;29;2342;205;22
14627020;Diera-Zehren;1175;13;54;24;841;222;21
14627030;Ebersbach;1462;27;87;3;1132;210;3
14627040;Glaubitz;613;9;50;15;461;72;6
14627050;Gröditz, Stadt;1189;365;70;48;629;77;-
14627060;Großenhain, Stadt;4620;414;402;72;3141;536;55
14627070;Hirschstein;722;9;48;3;486;173;3
14627080;Käbschütztal;862;3;30;10;577;230;12
14627090;Ketzerbachtal;792;-;58;7;503;215;9
14627100;Klipphausen;1828;57;139;30;1396;196;10
14627110;Lampertswalde;597;12;40;6;450;85;4
14627120;Leuben-Schleinitz;460;3;23;6;271;147;10
14627130;Lommatzsch, Stadt;1434;15;143;9;967;276;24
14627140;Meißen, Stadt;4632;831;421;63;2929;344;44
14627150;Moritzburg;2479;59;143;13;2021;220;23
14627160;Nauwalde;334;0;26;6;231;65;6
14627170;Niederau;1181;15;92;16;882;176;-
14627180;Nossen, Stadt;1827;44;195;31;1297;245;15
14627190;Nünchritz;1618;119;122;40;1109;208;20
14627200;Priestewitz;1036;16;71;12;771;148;18
14627210;Radebeul, Stadt;7150;190;642;40;5796;455;27
14627220;Radeburg, Stadt;1903;36;141;32;1506;176;12
14627230;Riesa, Stadt;5359;1182;495;105;3176;371;30
14627240;Röderaue;928;96;49;19;626;135;3
14627250;Schönfeld;592;6;25;3;462;86;10
14627260;Stauchitz;1046;7;69;16;755;184;15
14627270;Strehla, Stadt;1176;55;120;15;822;155;9
14627280;Tauscha;455;-;26;-;312;110;7
14627290;Thiendorf;725;-;49;7;548;111;10
14627300;Triebischtal;1348;36;64;10;929;260;49
14627310;Weinböhla;2926;55;222;28;2359;248;14
14627320;Weißig a. Raschütz;307;-;23;3;205;70;6
14627330;Wildenhain;-;-;-;-;-;-;-
14627340;Wülknitz;575;12;40;13;405;99;6
14627350;Zabeltitz;-;-;-;-;-;-;-
14627360;Zeithain;1691;100;108;28;1230;212;13
14628010;Altenberg, Stadt;2641;107;138;38;1944;389;25
14628020;Bad Gottleuba-Berggießhübel, Stadt;1648;18;132;25;1219;188;66
14628030;Bad Schandau, Stadt;792;19;62;16;586;84;25
14628040;Bahretal;665;12;56;12;488;94;3
14628050;Bannewitz;2640;65;179;94;2151;142;9
14628060;Dippoldiswalde, Stadt;2516;41;219;87;1933;230;6
14628070;Dohma;568;12;54;9;438;48;7
14628080;Dohna, Stadt;1579;39;168;19;1232;121;-
14628090;Dorfhain;351;41;33;9;246;22;-
14628100;Dürrröhrsdorf-Dittersbach;1279;23;131;13;821;285;6
14628110;Freital, Stadt;7261;708;651;282;5145;440;35
14628120;Geising, Stadt;-;-;-;-;-;-;-
14628130;Glashütte, Stadt;1981;40;230;42;1350;307;12
14628140;Gohrisch;665;3;48;6;523;78;7
14628150;Hartmannsdorf-Reichenau;376;3;43;-;223;104;3
14628160;Heidenau, Stadt;2082;488;219;72;1178;87;38
14628170;Hermsdorf/Erzgeb.;289;-;24;7;174;81;3
14628180;Höckendorf;815;16;52;12;643;89;3
14628190;Hohnstein, Stadt;1125;16;55;19;738;291;6
14628200;Kirnitzschtal;670;-;34;7;479;150;-
14628205;Klingenberg;-;-;-;-;-;-;-
14628210;Königstein/Sächs. Schw., Stadt;675;6;81;9;470;98;11
14628220;Kreischa;1238;46;112;21;918;135;6
14628230;Liebstadt, Stadt;459;-;28;3;287;132;9
14628240;Lohmen;889;22;78;9;660;117;3
14628250;Müglitztal;636;9;52;7;462;103;3
14628260;Neustadt i. Sa., Stadt;2975;257;198;33;2015;441;31
14628270;Pirna, Stadt;6385;686;500;100;4578;464;57
14628280;Porschdorf;326;3;10;15;246;49;3
14628290;Pretzschendorf;1213;3;101;19;817;261;12
14628300;Rabenau, Stadt;1153;13;81;20;909;130;-
14628310;Rathen, Kurort;159;6;22;7;106;18;-
14628320;Rathmannsdorf;283;9;13;4;176;77;4
14628330;Reinhardtsdorf-Schöna;477;-;19;10;362;86;-
14628340;Rosenthal-Bielatal;588;3;40;3;425;111;6
14628350;Schmiedeberg;1195;16;91;12;885;188;3
14628360;Sebnitz, Stadt;2011;34;217;16;1415;276;53
14628370;Stadt Wehlen, Stadt;501;3;48;-;380;70;-
14628380;Stolpen, Stadt;1681;16;110;21;1238;278;18
14628390;Struppen;831;21;62;10;626;97;15
14628400;Tharandt, Stadt;1464;32;99;14;1170;139;10
14628410;Wilsdruff, Stadt;3381;110;309;76;2503;371;12
14713000;Leipzig, Stadt;59522;11672;4752;2096;38703;1614;685
14729010;Bad Lausick, Stadt;2344;88;268;22;1602;349;15
14729020;Belgershain;1014;17;70;15;751;148;13
14729030;Bennewitz;1632;36;135;37;1154;254;16
14729040;Böhlen, Stadt;1328;86;93;97;992;50;10
14729050;Borna, Stadt;3797;699;358;62;2444;203;31
14729060;Borsdorf;1980;81;207;54;1586;45;7
14729070;Brandis, Stadt;2850;121;294;26;2192;211;6
14729080;Colditz, Stadt;2674;61;283;50;1913;335;32
14729090;Deutzen;403;12;47;3;307;28;6
14729100;Elstertrebnitz;477;12;59;9;341;50;6
14729110;Espenhain;678;10;46;9;538;66;9
14729120;Eulatal;-;-;-;-;-;-;-
14729130;Falkenhain;1212;22;121;12;805;233;19
14729140;Frohburg, Stadt;3345;62;384;33;2371;483;12
14729150;Geithain, Stadt;1393;122;170;12;923;153;13
14729160;Grimma, Stadt;7168;291;744;197;5033;844;59
14729170;Groitzsch, Stadt;2143;32;176;35;1678;198;24
14729180;Großbothen;-;-;-;-;-;-;-
14729190;Großpösna;1959;65;160;16;1600;111;7
14729200;Hohburg;908;25;54;10;676;137;6
14729210;Kitzen;669;0;43;16;539;55;16
14729220;Kitzscher, Stadt;1280;87;136;27;921;102;7
14729230;Kohren-Sahlis, Stadt;923;9;57;21;698;125;13
14729245;Lossatal;-;-;-;-;-;-;-
14729250;Machern;1989;61;132;23;1531;236;6
14729260;Markkleeberg, Stadt;4715;158;362;162;3842;173;18
14729270;Markranstädt, Stadt;4108;185;399;180;3051;260;33
14729280;Mutzschen, Stadt;690;6;35;15;460;161;13
14729290;Narsdorf;521;10;41;10;392;64;4
14729300;Naunhof, Stadt;2445;69;258;73;1894;141;10
14729310;Nerchau, Stadt;-;-;-;-;-;-;-
14729320;Neukieritzsch;1306;104;152;35;910;89;16
14729330;Otterwisch;472;9;33;10;362;58;-
14729340;Parthenstein;1274;38;128;13;958;125;12
14729350;Pegau, Stadt;1130;28;130;19;833;105;15
14729360;Regis-Breitingen, Stadt;1051;21;118;41;764;98;9
14729370;Rötha, Stadt;1002;31;128;42;759;31;11
14729380;Thallwitz;1206;43;96;20;809;235;3
14729390;Thümmlitzwalde;-;-;-;-;-;-;-
14729400;Trebsen/Mulde, Stadt;1251;28;128;13;911;155;16
14729410;Wurzen, Stadt;3511;302;464;22;2243;454;26
14729420;Zschadraß;-;-;-;-;-;-;-
14729430;Zwenkau, Stadt;2308;51;186;103;1833;132;3
14730010;Arzberg;754;16;51;19;511;142;15
14730020;Bad Düben, Stadt;2108;146;285;40;1445;180;12
14730030;Beilrode;1499;34;158;28;1045;218;16
14730040;Belgern, Stadt;1558;42;213;12;1025;244;22
14730045;Belgern-Schildau, Stadt;-;-;-;-;-;-;-
14730050;Cavertitz;784;3;72;18;494;189;8
14730060;Dahlen, Stadt;1601;24;225;22;1049;249;32
14730070;Delitzsch, Stadt;5128;354;735;134;3632;257;16
14730080;Doberschütz;1507;60;126;10;1143;156;12
14730090;Dommitzsch, Stadt;919;17;129;20;635;102;16
14730100;Dreiheide;767;30;84;6;560;87;-
14730110;Eilenburg, Stadt;3141;241;415;43;2138;291;13
14730120;Elsnig;527;10;72;6;387;52;-
14730130;Großtreben-Zwethau;-;-;-;-;-;-;-
14730140;Jesewitz;1068;60;90;6;793;116;3
14730150;Krostitz;1240;25;104;41;959;101;10
14730160;Laußig;1280;10;73;25;971;186;15
14730170;Liebschützberg;1099;19;97;18;738;206;21
14730180;Löbnitz;702;15;30;10;533;107;7
14730190;Mockrehna;1690;54;154;49;1241;172;20
14730200;Mügeln, Stadt;1958;42;179;16;1381;316;24
14730210;Naundorf;750;9;75;10;511;135;10
14730220;Neukyhna;793;3;79;17;599;92;3
14730230;Oschatz, Stadt;3256;238;429;103;2078;389;19
14730240;Pflückuff;-;-;-;-;-;-;-
14730250;Rackwitz;1270;78;125;38;929;90;10
14730260;Schildau, Gneisenaustadt, Stadt;1289;56;126;28;884;180;15
14730270;Schkeuditz, Stadt;4202;326;306;33;3190;306;41
14730280;Schönwölkau;852;15;63;9;634;128;3
14730290;Sornzig-Ablaß;-;-;-;-;-;-;-
14730300;Taucha, Stadt;3605;198;326;111;2752;194;24
14730310;Torgau, Stadt;3545;305;556;179;2210;264;31
14730320;Trossin;556;10;18;9;414;105;0
14730330;Wermsdorf;1831;66;154;15;1183;388;25
14730340;Wiedemar;650;23;79;10;465;66;7
14730350;Zinna;361;23;43;3;278;14;-
14730360;Zschepplin;1052;31;74;16;726;187;18
14730370;Zwochau;291;-;12;6;248;25;-
15001000;Dessau-Roßlau, Stadt;18815;3562;1658;179;12523;840;53
15002000;Halle (Saale), Stadt;29049;4930;3864;1131;17751;1268;105
15003000;Magdeburg, Landeshauptstadt;32835;4229;4059;1752;21918;784;93
15081005;Ahlum;-;-;-;-;-;-;-
15081010;Algenstedt;-;-;-;-;-;-;-
15081015;Altensalzwedel;-;-;-;-;-;-;-
15081020;Altmersleben;-;-;-;-;-;-;-
15081025;Apenburg;-;-;-;-;-;-;-
15081026;Apenburg-Winterfeld, Flecken;665;35;58;19;489;57;7
15081030;Arendsee (Altmark), Stadt;2597;90;205;29;1853;383;37
15081035;Badel;-;-;-;-;-;-;-
15081040;Bandau;-;-;-;-;-;-;-
15081045;Beetzendorf;1032;92;74;10;755;101;-
15081050;Benkendorf;-;-;-;-;-;-;-
15081055;Berge b. Gardelegen;-;-;-;-;-;-;-
15081060;Bierstedt;-;-;-;-;-;-;-
15081065;Binde;-;-;-;-;-;-;-
15081070;Bonese;-;-;-;-;-;-;-
15081075;Bornsen;-;-;-;-;-;-;-
15081080;Breitenfeld;-;-;-;-;-;-;-
15081085;Brunau;-;-;-;-;-;-;-
15081090;Chüden;-;-;-;-;-;-;-
15081095;Dähre;587;3;32;12;384;144;12
15081100;Dannefeld;-;-;-;-;-;-;-
15081105;Diesdorf, Flecken;871;22;34;6;689;107;13
15081110;Dönitz;-;-;-;-;-;-;-
15081115;Ellenberg, Altmark;-;-;-;-;-;-;-
15081120;Engersen;-;-;-;-;-;-;-
15081125;Estedt;-;-;-;-;-;-;-
15081130;Fleetmark;-;-;-;-;-;-;-
15081135;Gardelegen, Hansestadt;6898;331;539;51;5378;556;43
15081140;Gieseritz;-;-;-;-;-;-;-
15081145;Güssefeld;-;-;-;-;-;-;-
15081150;Hanum;-;-;-;-;-;-;-
15081155;Hemstedt;-;-;-;-;-;-;-
15081160;Henningen;-;-;-;-;-;-;-
15081165;Hohentramm;-;-;-;-;-;-;-
15081170;Hottendorf;-;-;-;-;-;-;-
15081175;Höwisch;-;-;-;-;-;-;-
15081180;Immekath;-;-;-;-;-;-;-
15081185;Jahrstedt;-;-;-;-;-;-;-
15081190;Jävenitz;-;-;-;-;-;-;-
15081195;Jeeben;-;-;-;-;-;-;-
15081200;Jeetze;-;-;-;-;-;-;-
15081205;Jeggau;-;-;-;-;-;-;-
15081210;Jeggeleben;-;-;-;-;-;-;-
15081215;Jerchel, Altmark;-;-;-;-;-;-;-
15081220;Jeseritz;-;-;-;-;-;-;-
15081225;Jübar;620;35;40;3;490;46;6
15081230;Kahrstedt;-;-;-;-;-;-;-
15081235;Kakerbeck;-;-;-;-;-;-;-
15081240;Kalbe (Milde), Stadt;2799;98;234;19;2063;364;21
15081245;Kassieck;-;-;-;-;-;-;-
15081250;Kaulitz;-;-;-;-;-;-;-
15081255;Kerkau;-;-;-;-;-;-;-
15081260;Kläden b. Arendsee, Altmark;-;-;-;-;-;-;-
15081265;Klein Gartz;-;-;-;-;-;-;-
15081270;Kleinau;-;-;-;-;-;-;-
15081275;Kloster Neuendorf;-;-;-;-;-;-;-
15081280;Klötze, Stadt;3358;222;244;12;2687;190;3
15081285;Köckte;-;-;-;-;-;-;-
15081290;Kuhfelde;398;9;42;-;279;65;3
15081295;Kunrau;-;-;-;-;-;-;-
15081300;Kusey;-;-;-;-;-;-;-
15081305;Lagendorf;-;-;-;-;-;-;-
15081310;Langenapel;-;-;-;-;-;-;-
15081315;Leppin, Altmark;-;-;-;-;-;-;-
15081320;Letzlingen;-;-;-;-;-;-;-
15081325;Liesten;-;-;-;-;-;-;-
15081330;Lindstedt;-;-;-;-;-;-;-
15081335;Lüdelsen;-;-;-;-;-;-;-
15081340;Mechau;-;-;-;-;-;-;-
15081345;Mehmke;-;-;-;-;-;-;-
15081350;Mellin;-;-;-;-;-;-;-
15081355;Mieste;-;-;-;-;-;-;-
15081360;Miesterhorst;-;-;-;-;-;-;-
15081365;Nettgau;-;-;-;-;-;-;-
15081370;Neuekrug;-;-;-;-;-;-;-
15081375;Neuendorf, Altmark;-;-;-;-;-;-;-
15081380;Neuendorf am Damm;-;-;-;-;-;-;-
15081385;Neuferchau;-;-;-;-;-;-;-
15081390;Neulingen, Altmark;-;-;-;-;-;-;-
15081395;Osterwohle;-;-;-;-;-;-;-
15081400;Packebusch;-;-;-;-;-;-;-
15081405;Peckfitz;-;-;-;-;-;-;-
15081410;Potzehne;-;-;-;-;-;-;-
15081415;Pretzier;-;-;-;-;-;-;-
15081420;Püggen;-;-;-;-;-;-;-
15081425;Rademin;-;-;-;-;-;-;-
15081430;Riebau;-;-;-;-;-;-;-
15081435;Ristedt;-;-;-;-;-;-;-
15081440;Rohrberg;408;18;37;4;281;65;3
15081445;Roxförde;-;-;-;-;-;-;-
15081450;Sachau;-;-;-;-;-;-;-
15081455;Salzwedel, Hansestadt;6720;1138;620;69;4416;445;32
15081460;Sanne-Kerkuhn;-;-;-;-;-;-;-
15081465;Schenkenhorst, Altmark;-;-;-;-;-;-;-
15081470;Schrampe;-;-;-;-;-;-;-
15081475;Schwiesau;-;-;-;-;-;-;-
15081480;Seebenau;-;-;-;-;-;-;-
15081485;Seethen;-;-;-;-;-;-;-
15081490;Sichau;-;-;-;-;-;-;-
15081495;Siedenlangenbeck;-;-;-;-;-;-;-
15081500;Solpke;-;-;-;-;-;-;-
15081505;Steimke;-;-;-;-;-;-;-
15081510;Steinitz;-;-;-;-;-;-;-
15081515;Tangeln;-;-;-;-;-;-;-
15081520;Thielbeer;-;-;-;-;-;-;-
15081525;Tylsen;-;-;-;-;-;-;-
15081530;Valfitz;-;-;-;-;-;-;-
15081535;Vienau;-;-;-;-;-;-;-
15081540;Vissum;-;-;-;-;-;-;-
15081545;Wallstawe;343;3;15;9;245;67;4
15081550;Wannefeld;-;-;-;-;-;-;-
15081555;Wenze;-;-;-;-;-;-;-
15081560;Wernstedt;-;-;-;-;-;-;-
15081565;Wieblitz-Eversdorf;-;-;-;-;-;-;-
15081570;Wiepke;-;-;-;-;-;-;-
15081575;Winkelstedt;-;-;-;-;-;-;-
15081580;Winterfeld;-;-;-;-;-;-;-
15081585;Zethlingen;-;-;-;-;-;-;-
15081590;Zichtau;-;-;-;-;-;-;-
15081595;Ziemendorf;-;-;-;-;-;-;-
15082005;Aken (Elbe), Stadt;2781;130;240;69;1896;421;25
15082010;Altjeßnitz;-;-;-;-;-;-;-
15082015;Bitterfeld-Wolfen, Stadt;9224;1719;1033;226;5760;437;49
15082020;Bobbau;-;-;-;-;-;-;-
15082025;Bornum;-;-;-;-;-;-;-
15082030;Brehna;-;-;-;-;-;-;-
15082035;Buhlendorf;-;-;-;-;-;-;-
15082040;Burgkemnitz;-;-;-;-;-;-;-
15082045;Chörau;-;-;-;-;-;-;-
15082050;Deetz b. Stendal;-;-;-;-;-;-;-
15082055;Diebzig;-;-;-;-;-;-;-
15082060;Dobritz;-;-;-;-;-;-;-
15082065;Dornbock;-;-;-;-;-;-;-
15082070;Drosa;-;-;-;-;-;-;-
15082075;Edderitz;-;-;-;-;-;-;-
15082080;Elsnigk;-;-;-;-;-;-;-
15082085;Fraßdorf;-;-;-;-;-;-;-
15082090;Friedersdorf b. Bitterfeld;-;-;-;-;-;-;-
15082095;Gehrden b. Zerbst;-;-;-;-;-;-;-
15082100;Glauzig;-;-;-;-;-;-;-
15082105;Glebitzsch;-;-;-;-;-;-;-
15082110;Gödnitz;-;-;-;-;-;-;-
15082115;Görzig b. Köthen, Anh;-;-;-;-;-;-;-
15082120;Gossa;-;-;-;-;-;-;-
15082125;Grimme;-;-;-;-;-;-;-
15082130;Gröbern;-;-;-;-;-;-;-
15082135;Gröbzig;-;-;-;-;-;-;-
15082140;Großbadegast;-;-;-;-;-;-;-
15082145;Großpaschleben;-;-;-;-;-;-;-
15082150;Güterglück;-;-;-;-;-;-;-
15082155;Hinsdorf;-;-;-;-;-;-;-
15082160;Hohenlepte;-;-;-;-;-;-;-
15082165;Jeßnitz (Anhalt);-;-;-;-;-;-;-
15082170;Jütrichau;-;-;-;-;-;-;-
15082175;Kleinpaschleben;-;-;-;-;-;-;-
15082180;Köthen (Anhalt), Stadt;5622;367;899;127;3676;532;21
15082185;Krina;-;-;-;-;-;-;-
15082190;Leps;-;-;-;-;-;-;-
15082195;Libbesdorf;-;-;-;-;-;-;-
15082200;Libehna;-;-;-;-;-;-;-
15082205;Lindau;-;-;-;-;-;-;-
15082210;Maasdorf;-;-;-;-;-;-;-
15082215;Marke;-;-;-;-;-;-;-
15082220;Meilendorf;-;-;-;-;-;-;-
15082225;Micheln;-;-;-;-;-;-;-
15082230;Moritz;-;-;-;-;-;-;-
15082235;Mühlbeck;-;-;-;-;-;-;-
15082240;Muldenstein;-;-;-;-;-;-;-
15082241;Muldestausee;4345;87;345;56;3511;321;25
15082245;Nedlitz b. Zerbst;-;-;-;-;-;-;-
15082250;Nutha;-;-;-;-;-;-;-
15082255;Osternienburg;-;-;-;-;-;-;-
15082256;Osternienburger Land;3274;58;248;49;2308;574;37
15082260;Petersroda;-;-;-;-;-;-;-
15082265;Piethen;-;-;-;-;-;-;-
15082270;Plodda;-;-;-;-;-;-;-
15082275;Polenzko;-;-;-;-;-;-;-
15082280;Pouch;-;-;-;-;-;-;-
15082285;Prosigk;-;-;-;-;-;-;-
15082290;Quellendorf;-;-;-;-;-;-;-
15082295;Radegast b. Köthen, Anh;-;-;-;-;-;-;-
15082300;Raguhn;-;-;-;-;-;-;-
15082301;Raguhn-Jeßnitz, Stadt;3426;81;313;40;2617;366;9
15082305;Reppichau;-;-;-;-;-;-;-
15082310;Retzau;-;-;-;-;-;-;-
15082315;Reuden/Anhalt;-;-;-;-;-;-;-
15082320;Reupzig;-;-;-;-;-;-;-
15082325;Riesdorf;-;-;-;-;-;-;-
15082330;Roitzsch;-;-;-;-;-;-;-
15082335;Rösa;-;-;-;-;-;-;-
15082340;Sandersdorf-Brehna, Stadt;4520;287;436;67;3432;288;10
15082345;Scheuder;-;-;-;-;-;-;-
15082350;Schierau;-;-;-;-;-;-;-
15082355;Schlaitz;-;-;-;-;-;-;-
15082360;Schortewitz;-;-;-;-;-;-;-
15082365;Schwemsal;-;-;-;-;-;-;-
15082370;Steutz;-;-;-;-;-;-;-
15082375;Straguth;-;-;-;-;-;-;-
15082377;Südliches Anhalt, Stadt;4971;87;331;66;3703;744;40
15082380;Thurland;-;-;-;-;-;-;-
15082385;Tornau vor der Heide;-;-;-;-;-;-;-
15082390;Trebbichau an der Fuhne;-;-;-;-;-;-;-
15082395;Trinum;-;-;-;-;-;-;-
15082400;Walternienburg;-;-;-;-;-;-;-
15082405;Weißandt-Gölzau;-;-;-;-;-;-;-
15082410;Wieskau;-;-;-;-;-;-;-
15082415;Wulfen;-;-;-;-;-;-;-
15082420;Zabitz;-;-;-;-;-;-;-
15082425;Zehbitz;-;-;-;-;-;-;-
15082430;Zerbst/Anhalt, Stadt;6297;331;591;63;4449;800;63
15082435;Zernitz;-;-;-;-;-;-;-
15082440;Zörbig, Stadt;3310;57;273;30;2531;378;41
15083005;Ackendorf;-;-;-;-;-;-;-
15083010;Alleringersleben;-;-;-;-;-;-;-
15083015;Altbrandsleben;-;-;-;-;-;-;-
15083020;Altenhausen;455;22;13;-;344;69;7
15083025;Am Großen Bruch;857;10;85;3;589;152;18
15083030;Angern;743;38;51;3;563;88;-
15083035;Ausleben;596;33;64;3;418;72;6
15083040;Barleben;2733;221;278;36;2062;132;4
15083045;Barneberg;-;-;-;-;-;-;-
15083050;Bartensleben;-;-;-;-;-;-;-
15083055;Bebertal;-;-;-;-;-;-;-
15083060;Beendorf;294;9;15;-;245;19;6
15083065;Behnsdorf;-;-;-;-;-;-;-
15083070;Belsdorf;-;-;-;-;-;-;-
15083075;Berenbrock;-;-;-;-;-;-;-
15083080;Bertingen;-;-;-;-;-;-;-
15083085;Böddensell;-;-;-;-;-;-;-
15083090;Born;-;-;-;-;-;-;-
15083095;Bornstedt b. Haldensleben;-;-;-;-;-;-;-
15083100;Bösdorf b. Haldensleben;-;-;-;-;-;-;-
15083105;Bottmersdorf;-;-;-;-;-;-;-
15083110;Bregenstedt;-;-;-;-;-;-;-
15083115;Bülstringen;306;9;18;6;257;16;-
15083120;Burgstall;613;25;33;4;493;58;-
15083125;Calvörde;1197;33;94;12;937;108;13
15083130;Colbitz;1289;59;92;16;946;164;12
15083135;Cröchern;-;-;-;-;-;-;-
15083140;Döhren;-;-;-;-;-;-;-
15083145;Dolle;-;-;-;-;-;-;-
15083150;Domersleben;-;-;-;-;-;-;-
15083155;Dorst;-;-;-;-;-;-;-
15083160;Drackenstedt;-;-;-;-;-;-;-
15083165;Dreileben;-;-;-;-;-;-;-
15083170;Druxberge;-;-;-;-;-;-;-
15083175;Eggenstedt;-;-;-;-;-;-;-
15083180;Eichenbarleben;-;-;-;-;-;-;-
15083185;Eickendorf b. Haldensleben;-;-;-;-;-;-;-
15083190;Eilsleben;1251;64;130;9;894;137;17
15083195;Eimersleben;-;-;-;-;-;-;-
15083200;Emden;-;-;-;-;-;-;-
15083205;Erxleben;1115;34;104;20;817;134;6
15083210;Eschenrode;-;-;-;-;-;-;-
15083215;Etingen;-;-;-;-;-;-;-
15083220;Everingen;-;-;-;-;-;-;-
15083225;Farsleben;-;-;-;-;-;-;-
15083230;Flechtingen;954;52;94;10;715;83;-
15083235;Glindenberg;-;-;-;-;-;-;-
15083240;Grauingen;-;-;-;-;-;-;-
15083245;Gröningen, Stadt;1339;28;118;16;1024;125;28
15083250;Groß Rodensleben;-;-;-;-;-;-;-
15083255;Groß Santersleben;-;-;-;-;-;-;-
15083260;Hadmersleben;-;-;-;-;-;-;-
15083265;Hakenstedt;-;-;-;-;-;-;-
15083270;Haldensleben, Stadt;4332;318;528;123;3031;316;16
15083275;Harbke;409;16;56;3;310;24;-
15083280;Heinrichsberg;-;-;-;-;-;-;-
15083285;Hermsdorf b. Wolmirstedt;-;-;-;-;-;-;-
15083290;Hillersleben;-;-;-;-;-;-;-
15083295;Hödingen;-;-;-;-;-;-;-
15083298;Hohe Börde;5891;338;503;63;4484;461;42
15083300;Hohendodeleben;-;-;-;-;-;-;-
15083305;Hohenwarsleben;-;-;-;-;-;-;-
15083310;Hornhausen;-;-;-;-;-;-;-
15083315;Hörsingen;-;-;-;-;-;-;-
15083320;Hötensleben;1210;40;158;18;869;115;10
15083323;Ingersleben;512;18;42;7;368;68;9
15083325;Irxleben;-;-;-;-;-;-;-
15083330;Ivenrode;-;-;-;-;-;-;-
15083335;Kathendorf;-;-;-;-;-;-;-
15083340;Klein Rodensleben;-;-;-;-;-;-;-
15083345;Klein Wanzleben, Zuckerdorf;-;-;-;-;-;-;-
15083350;Klüden;-;-;-;-;-;-;-
15083355;Kroppenstedt, Stadt;580;3;38;9;423;101;6
15083360;Loitsche;-;-;-;-;-;-;-
15083361;Loitsche-Heinrichsberg;383;7;32;-;288;52;4
15083365;Mahlwinkel;-;-;-;-;-;-;-
15083370;Mannhausen;-;-;-;-;-;-;-
15083375;Marienborn;-;-;-;-;-;-;-
15083380;Morsleben;-;-;-;-;-;-;-
15083385;Neuenhofe;-;-;-;-;-;-;-
15083390;Niedere Börde;2441;129;179;27;1865;230;11
15083395;Niederndodeleben;-;-;-;-;-;-;-
15083400;Nordgermersleben;-;-;-;-;-;-;-
15083405;Ochtmersleben;-;-;-;-;-;-;-
15083410;Oebisfelde;-;-;-;-;-;-;-
15083411;Oebisfelde-Weferlingen, Stadt;4320;244;413;30;3210;392;31
15083415;Oschersleben (Bode), Stadt;5442;351;599;48;3944;472;28
15083420;Ostingersleben;-;-;-;-;-;-;-
15083425;Ovelgünne;-;-;-;-;-;-;-
15083430;Peseckendorf;-;-;-;-;-;-;-
15083435;Rätzlingen b. Haldensleben;-;-;-;-;-;-;-
15083440;Rogätz;792;55;61;27;587;59;3
15083445;Rottmersleben;-;-;-;-;-;-;-
15083450;Sandbeiendorf;-;-;-;-;-;-;-
15083455;Schackensleben;-;-;-;-;-;-;-
15083460;Schermcke;-;-;-;-;-;-;-
15083465;Schwanefeld;-;-;-;-;-;-;-
15083470;Seehausen;-;-;-;-;-;-;-
15083475;Seggerde;-;-;-;-;-;-;-
15083480;Siestedt;-;-;-;-;-;-;-
15083485;Sommersdorf;556;13;93;-;398;43;9
15083490;Sülzetal;3024;109;407;22;2300;177;9
15083495;Süplingen;316;9;22;12;239;31;3
15083500;Uhrsleben;-;-;-;-;-;-;-
15083505;Ummendorf;324;17;34;-;246;24;3
15083510;Velsdorf;-;-;-;-;-;-;-
15083515;Völpke;477;9;99;7;315;44;3
15083520;Wackersleben;-;-;-;-;-;-;-
15083525;Walbeck b. Haldersleben;-;-;-;-;-;-;-
15083530;Wanzleben;-;-;-;-;-;-;-
15083531;Wanzleben-Börde, Stadt;4570;269;505;42;3406;315;33
15083535;Wefensleben;522;36;43;-;416;21;6
15083540;Weferlingen;-;-;-;-;-;-;-
15083545;Wegenstedt;-;-;-;-;-;-;-
15083550;Wellen;-;-;-;-;-;-;-
15083555;Wenddorf;-;-;-;-;-;-;-
15083557;Westheide;666;19;50;-;541;53;3
15083560;Wieglitz;-;-;-;-;-;-;-
15083565;Wolmirstedt, Stadt;2821;480;212;22;1940;151;16
15083570;Wormsdorf;-;-;-;-;-;-;-
15083575;Wulferstedt;-;-;-;-;-;-;-
15083580;Zielitz;530;92;30;13;359;36;-
15083585;Zobbenitz;-;-;-;-;-;-;-
15084005;Abtlöbnitz;-;-;-;-;-;-;-
15084010;Altenroda;-;-;-;-;-;-;-
15084012;An der Poststraße;614;-;33;9;421;139;12
15084013;Meineweh;357;-;12;3;260;76;6
15084015;Bad Bibra, Stadt;940;10;107;15;676;114;18
15084020;Bad Kösen;-;-;-;-;-;-;-
